1,1
2,2
3,3
4,4
5,6
6,5
7,6
8,5
9,7
10,6
11,5
12,6
13,5
14,6
15,5
16,5
17,6
18,5
19,6
20,5
21,5
22,6
23,5
24,6
25,6
26,7
27,8
28,9
29,9
30,8
31,8
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,8
40,8
41,9
42,8
43,9
44,8
45,9
46,9
47,9
48,9
49,9
50,9
51,10
52,10
53,11
54,11
55,12
56,12
57,12
58,12
59,12
60,12
61,12
62,12
63,12
64,12
65,12
66,12
67,12
68,12
69,12
70,12
71,12
72,12
73,12
74,12
75,12
76,12
77,12
78,12
79,12
80,12
81,12
82,12
83,12
84,12
85,12
86,12
87,12
88,12
89,12
90,12
91,12
92,12
93,12
94,12
95,12
96,12
97,12
98,12
99,12
100,12
