1,1
2,2
3,3
4,4
5,4
6,6
7,5
8,5
9,6
10,7
11,8
12,7
13,8
14,7
15,7
16,8
17,7
18,7
19,7
20,7
21,8
22,8
23,7
24,8
25,7
26,7
27,7
28,8
29,6
30,7
31,7
32,8
33,8
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,9
42,9
43,9
44,9
45,9
46,9
47,9
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,10
58,10
59,10
60,10
61,11
62,11
63,11
64,11
65,11
66,11
67,12
68,11
69,11
70,11
71,11
72,11
73,11
74,11
75,11
76,12
77,11
78,11
79,11
80,11
81,11
82,11
83,11
84,11
85,11
86,11
87,11
88,12
89,12
90,12
91,12
92,12
93,12
94,12
95,12
96,12
97,12
98,12
99,12
100,12
