1,1
2,5
3,3
4,2
5,3
6,2
7,4
8,4
9,5
10,7
11,5
12,6
13,6
14,6
15,7
16,8
17,8
18,7
19,7
20,8
21,7
22,8
23,9
24,9
25,9
26,10
27,11
28,11
29,11
30,11
31,12
32,11
33,11
34,11
35,11
36,11
37,11
38,11
39,11
40,11
41,11
42,11
43,11
44,11
45,11
46,11
47,11
48,11
49,11
50,11
51,11
52,10
53,11
54,11
55,12
56,12
57,12
58,12
59,12
60,12
61,12
62,12
63,12
64,12
65,12
66,12
67,12
68,12
69,12
70,10
71,12
72,12
73,12
74,9
75,12
76,12
77,12
78,12
79,12
80,12
81,12
82,12
83,12
84,12
85,12
86,12
87,12
88,12
89,12
90,12
91,12
92,12
93,12
94,12
95,12
96,12
97,12
98,12
99,12
100,12
