1,1
2,2
3,2
4,2
5,3
6,4
7,6
8,6
9,5
10,6
11,6
12,5
13,6
14,7
15,7
16,8
17,7
18,7
19,7
20,8
21,8
22,7
23,7
24,7
25,8
26,7
27,7
28,8
29,7
30,7
31,8
32,7
33,6
34,7
35,7
36,8
37,8
38,8
39,9
40,9
41,9
42,9
43,9
44,10
45,11
46,11
47,11
48,11
49,12
50,12
51,12
52,12
53,12
54,12
55,12
56,12
57,12
58,12
59,12
60,12
61,12
62,6
63,12
64,12
65,12
66,12
67,12
68,12
69,12
70,12
71,12
72,12
73,12
74,12
75,12
76,12
77,12
78,12
79,12
80,12
81,12
82,12
83,12
84,12
85,12
86,12
87,12
88,12
89,12
90,12
91,12
92,12
93,12
94,12
95,12
96,12
97,12
98,12
99,12
100,12
